,,,,family,,,Uniprot,
PF16494,C-terminal extension of sodium/calcium exchanger domain,pfam,family,IPR032452,-,-,P57103,927
PF04121,Nuclear pore protein 84 / 107,pfam,family,IPR007252,-,-,P57740,925
PF00879,Defensin propeptide,pfam,family,IPR002366,-,-,P59665,94
PF05856,ARP2/3 complex 20 kDa subunit (ARPC4),pfam,family,IPR008384,-,-,P59998,168
PF00335,Tetraspanin family,pfam,family,IPR018499,-,-,P60033,236
PF00584,SecE/Sec61-gamma subunits of protein translocation complex,pfam,family,IPR001901,-,-,P60059,68
PF01275,Myelin proteolipid protein (PLP or lipophilin),pfam,family,IPR001614,-,-,P60201,277
PF03911,Sec61beta family,pfam,family,IPR016482,-,-,P60468,96
PF00022,Actin,pfam,family,IPR004000,-,-,P60709,375
PF00835,SNAP-25 family,pfam,family,IPR000928,-,-,P60880,206
PF01742,Clostridial neurotoxin zinc protease,pfam,family,IPR000395,-,-,P60880,206
PF10584,Proteasome subunit A N-terminal signature,pfam,family,IPR000426,-,-,P60900,246
PF03534,Salmonella virulence plasmid 65kDa B protein,pfam,family,IPR003284,-,-,P60953,191
PF12255,Insecticide toxin TcdB middle/C-terminal region,pfam,family,IPR022044,-,-,P60953,191
PF18807,Tripartite Tc toxins repeat,pfam,family,IPR041508,-,-,P60953,191
PF04573,Signal peptidase subunit,pfam,family,IPR007653,-,-,P61009,180
PF00022,Actin,pfam,family,IPR004000,-,-,P61158,418
PF00022,Actin,pfam,family,IPR004000,-,-,P61160,394
PF00022,Actin,pfam,family,IPR004000,-,-,P61163,376
PF04068,"Possible Fer4-like domain in RNase L inhibitor, RLI",pfam,family,IPR007209,-,-,P61221,599
PF00318,Ribosomal protein S2,pfam,family,IPR001865,-,-,P61247,264
PF01015,Ribosomal S3Ae family,pfam,family,IPR001593,-,-,P61247,264
PF00467,KOW motif,pfam,family,IPR005824,-,-,P61254,145
PF16906,"Ribosomal proteins L26 eukaryotic, L24P archaeal",pfam,family,IPR005756,-,-,P61254,145
PF05739,SNARE domain,pfam,family,IPR000727,-,-,P61266,288
PF03002,Somatostatin/Cortistatin family,pfam,family,IPR018142,-,-,P61278,116
PF02251,Proteasome activator pa28 alpha subunit,pfam,family,IPR003185,-,-,P61289,254
PF02252,Proteasome activator pa28 beta subunit,pfam,family,IPR003186,-,-,P61289,254
PF00827,Ribosomal L15,pfam,family,IPR000439,-,-,P61313,204
PF02792,Mago nashi protein,pfam,family,IPR004023,-,-,P61326,146
PF00467,KOW motif,pfam,family,IPR005824,-,-,P61353,136
PF01777,Ribosomal L27e protein family,pfam,family,IPR001141,-,-,P61353,136
PF01992,ATP synthase (C/AC39) subunit,pfam,family,IPR002843,-,-,P61421,351
PF01780,Ribosomal L37ae protein family,pfam,family,IPR002674,-,-,P61513,92
PF00995,Sec1 family,pfam,family,IPR001619,-,-,P61764,594
PF02827,cAMP-dependent protein kinase inhibitor,pfam,family,IPR004171,-,-,P61925,76
PF11976,Ubiquitin-2 like Rad60 SUMO-like,pfam,family,IPR022617,-,-,P61964,334
PF00443,Ubiquitin carboxyl-terminal hydrolase,pfam,family,IPR001394,-,-,P62068,366
PF01251,Ribosomal protein S7e,pfam,family,IPR000554,-,-,P62081,194
PF16891,Serine-threonine protein phosphatase N-terminal domain,pfam,family,IPR031675,-,-,P62136,330
PF16891,Serine-threonine protein phosphatase N-terminal domain,pfam,family,IPR031675,-,-,P62140,327
PF01201,Ribosomal protein S8e,pfam,family,IPR022309,-,-,P62241,208
PF00380,Ribosomal protein S9/S16,pfam,family,IPR000754,-,-,P62249,146
PF00411,Ribosomal protein S11,pfam,family,IPR001971,-,-,P62263,151
PF00164,Ribosomal protein S12/S23,pfam,family,IPR006032,-,-,P62266,143
PF00416,Ribosomal protein S13/S18,pfam,family,IPR001892,-,-,P62269,152
PF16205,Ribosomal_S17 N-terminal,pfam,family,IPR032440,-,-,P62280,158
PF00467,KOW motif,pfam,family,IPR005824,-,-,P62701,263
PF00900,Ribosomal family S4e,pfam,family,IPR013845,-,-,P62701,263
PF16121,40S ribosomal protein S4 C-terminus,pfam,family,IPR032277,-,-,P62701,263
PF00022,Actin,pfam,family,IPR004000,-,-,P62736,377
PF00276,Ribosomal protein L23,pfam,family,IPR013025,-,-,P62750,156
PF03939,"Ribosomal protein L23, N-terminal domain",pfam,family,IPR005633,-,-,P62750,156
PF01092,Ribosomal protein S6e,pfam,family,IPR001377,-,-,P62753,249
PF01282,Ribosomal protein S24e,pfam,family,IPR001976,-,-,P62847,133
PF03297,S25 ribosomal protein,pfam,family,IPR004977,-,-,P62851,125
PF01283,Ribosomal protein S26e,pfam,family,IPR000892,-,-,P62854,115
PF01200,Ribosomal protein S28e,pfam,family,IPR000289,-,-,P62857,69
PF01198,Ribosomal protein L31e,pfam,family,IPR000054,-,-,P62899,125
PF01655,Ribosomal protein L32,pfam,family,IPR001515,-,-,P62910,135
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,P62942,108
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,P62942,108
PF07562,Nine Cysteines Domain of family 3 GPCR,pfam,family,IPR011500,-,-,P62942,108
PF00957,Synaptobrevin,pfam,family,IPR042855,-,-,P63027,116
PF00001,7 transmembrane receptor (rhodopsin family),pfam,family,IPR000276,-,-,P63092,394
PF07361,Cytochrome b562,pfam,family,IPR009155,-,-,P63092,394
PF11976,Ubiquitin-2 like Rad60 SUMO-like,pfam,family,IPR022617,-,-,P63165,101
PF03645,Tctex-1 family,pfam,family,IPR005334,-,-,P63172,113
PF01781,Ribosomal L38e protein family,pfam,family,IPR002675,-,-,P63173,70
PF01249,Ribosomal protein S21e,pfam,family,IPR001931,-,-,P63220,83
PF01153,Glypican,pfam,family,IPR001863,-,-,P78333,572
PF02946,GTF2I-like repeat,pfam,family,IPR004212,-,-,P78347,998
PF00858,Amiloride-sensitive sodium channel,pfam,family,IPR001873,-,-,P78348,528
PF01504,Phosphatidylinositol-4-phosphate 5-Kinase,pfam,family,IPR002498,-,-,P78356,416
PF00822,PMP-22/EMP/MP20/Claudin family,pfam,family,IPR004031,-,-,P78369,228
PF00118,TCP-1/cpn60 chaperonin family,pfam,family,IPR002423,-,-,P78371,535
PF06320,GCN5-like protein 1 (GCN5L1),pfam,family,-,-,-,P78537,153
PF10245,Mitochondrial 28S ribosomal protein S22,pfam,family,IPR019374,-,-,P82650,360
PF10213,Mitochondrial ribosomal subunit protein,pfam,family,IPR019349,-,-,P82673,323
PF00411,Ribosomal protein S11,pfam,family,IPR001971,-,-,P82912,194
PF16053,Mitochondrial 28S ribosomal protein S34,pfam,family,IPR032053,-,-,P82930,218
PF00380,Ribosomal protein S9/S16,pfam,family,IPR000754,-,-,P82933,396
PF01101,HMG14 and HMG17,pfam,family,IPR000079,-,-,P82970,282
PF01133,Enhancer of rudimentary,pfam,family,IPR000781,-,-,P84090,104
PF01280,Ribosomal protein L19e,pfam,family,IPR000196,-,-,P84098,196
PF13831,PHD-finger,pfam,family,-,-,-,P84243,136
PF00498,FHA domain,pfam,family,IPR000253,-,-,P85037,733
PF01585,G-patch domain,pfam,family,IPR000467,-,-,P98175,930
PF00122,E1-E2 ATPase,pfam,family,-,-,-,P98194,919
PF00689,"Cation transporting ATPase, C-terminus",pfam,family,IPR006068,-,-,P98194,919
PF13246,Cation transport ATPase (P-type),pfam,family,-,-,-,P98194,919
PF02121,Phosphatidylinositol transfer protein,pfam,family,IPR001666,-,-,Q00169,270
PF12330,Haspin like kinase domain,pfam,family,-,-,-,Q00536,496
PF12330,Haspin like kinase domain,pfam,family,-,-,-,Q00537,523
PF04845,PurA ssDNA and RNA-binding protein,pfam,family,IPR006628,-,-,Q00577,322
PF14957,Cdc42 effector,pfam,family,IPR029273,-,-,Q00587,391
PF03134,"TB2/DP1, HVA22 family",pfam,family,IPR004345,-,-,Q00765,189
PF00622,SPRY domain,pfam,family,IPR003877,-,-,Q00839,825
PF08499,3'5'-cyclic nucleotide phosphodiesterase N-terminal,pfam,family,IPR013706,-,-,Q01064,536
PF00642,Zinc finger C-x8-C-x5-C-x3-H type (and similar),pfam,family,IPR000571,-,-,Q01081,240
PF00956,Nucleosome assembly protein (NAP),pfam,family,IPR002164,-,-,Q01105,290
PF00288,GHMP kinases N terminal domain,pfam,family,IPR006204,-,-,Q01415,458
PF08544,GHMP kinases C terminal,pfam,family,IPR013750,-,-,Q01415,458
PF01213,Adenylate cyclase associated (CAP) N terminal,pfam,family,IPR013992,-,-,Q01518,475
PF08603,Adenylate cyclase associated (CAP) C terminal,pfam,family,IPR013912,-,-,Q01518,475
PF13520,Amino acid permease,pfam,family,IPR002293,-,-,Q01650,507
PF00122,E1-E2 ATPase,pfam,family,-,-,-,Q01814,1243
PF00689,"Cation transporting ATPase, C-terminus",pfam,family,IPR006068,-,-,Q01814,1243
PF12424,Plasma membrane calcium transporter ATPase C terminal,pfam,family,IPR022141,-,-,Q01814,1243
PF13246,Cation transport ATPase (P-type),pfam,family,-,-,-,Q01814,1243
PF00387,"Phosphatidylinositol-specific phospholipase C, Y domain",pfam,family,IPR001711,-,-,Q01970,1234
PF00388,"Phosphatidylinositol-specific phospholipase C, X domain",pfam,family,IPR000909,-,-,Q01970,1234
PF06631,Protein of unknown function (DUF1154),pfam,family,IPR009535,-,-,Q01970,1234
PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,-,-,Q02156,737
PF00676,Dehydrogenase E1 component,pfam,family,IPR001017,-,-,Q02218,1023
PF16078,2-oxoglutarate dehydrogenase N-terminus,pfam,family,IPR032106,-,-,Q02218,1023
PF16870,2-oxoglutarate dehydrogenase C-terminal,pfam,family,IPR031717,-,-,Q02218,1023
PF00171,Aldehyde dehydrogenase family,pfam,family,IPR015590,-,-,Q02252,535
PF01159,Ribosomal protein L6e,pfam,family,IPR000915,-,-,Q02878,288
PF00521,"DNA gyrase/topoisomerase IV, subunit A",pfam,family,IPR002205,-,-,Q02880,1626
PF01751,Toprim domain,pfam,family,IPR006171,-,-,Q02880,1626
PF08070,DTHCT (NUC029) region,pfam,family,IPR012542,-,-,Q02880,1626
PF16898,C-terminal associated domain of TOPRIM,pfam,family,IPR031660,-,-,Q02880,1626
PF01146,Caveolin,pfam,family,IPR001612,-,-,Q03135,178
PF01546,Peptidase family M20/M25/M40,pfam,family,IPR002933,-,-,Q03154,408
PF00288,GHMP kinases N terminal domain,pfam,family,IPR006204,-,-,Q03426,396
PF08544,GHMP kinases C terminal,pfam,family,IPR013750,-,-,Q03426,396
PF00664,ABC transporter transmembrane region,pfam,family,IPR011527,-,-,Q03518,748
PF02225,PA domain,pfam,family,IPR003137,-,-,Q04609,750
PF04389,Peptidase family M28,pfam,family,IPR007484,-,-,Q04609,750
PF00518,Early Protein (E6),pfam,family,IPR001334,-,-,Q05086,875
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q05086,875
PF01031,Dynamin central region,pfam,family,IPR000375,-,-,Q05193,864
PF02212,Dynamin GTPase effector domain,pfam,family,IPR003130,-,-,Q05193,864
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q05397,1052
PF06350,Hormone-sensitive lipase (HSL) N-terminus,pfam,family,IPR010468,-,-,Q05469,1076
PF00060,Ligand-gated ion channel,pfam,family,IPR001320,-,-,Q05586,938
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q05586,938
PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,-,-,Q05655,676
PF06668,Inter-alpha-trypsin inhibitor heavy chain C-terminus,pfam,family,IPR010600,-,-,Q06033,890
PF08487,Vault protein inter-alpha-trypsin domain,pfam,family,IPR013694,-,-,Q06033,890
PF02251,Proteasome activator pa28 alpha subunit,pfam,family,IPR003185,-,-,Q06323,249
PF02252,Proteasome activator pa28 beta subunit,pfam,family,IPR003186,-,-,Q06323,249
PF10515,Beta-amyloid precursor protein C-terminus,pfam,family,IPR019543,-,-,Q06481,763
PF12235,Fragile X-related 1 protein core C terminal,pfam,family,IPR022034,-,-,Q06787,632
PF16098,"Fragile X messenger ribonucleoprotein 1, C-terminal region 2",pfam,family,IPR032196,-,-,Q06787,632
PF01462,Leucine rich repeat N-terminal domain,pfam,family,IPR000372,-,-,Q06828,376
PF17135,Ribosomal protein 60S L18 and 50S L18e,pfam,family,IPR021131,-,-,Q07020,188
PF00791,ZU5 domain,pfam,family,IPR000906,-,-,Q07157,1748
PF00452,"Apoptosis regulator proteins, Bcl-2 family",pfam,family,IPR046371,-,-,Q07812,192
PF00452,"Apoptosis regulator proteins, Bcl-2 family",pfam,family,IPR046371,-,-,Q07817,233
PF02180,Bcl-2 homology region 4,pfam,family,IPR003093,-,-,Q07817,233
PF00617,RasGEF domain,pfam,family,IPR001895,-,-,Q07889,1333
PF08374,Protocadherin,pfam,family,IPR013585,-,-,Q08174,1060
PF01384,Phosphate transporter family,pfam,family,IPR001204,-,-,Q08357,652
PF06327,"Adenylate cyclase, conserved domain",pfam,family,IPR009398,-,-,Q08462,1091
PF16214,Adenylyl cyclase N-terminal extracellular and transmembrane region,pfam,family,IPR032628,-,-,Q08462,1091
PF16182,Putative adherens-junction anchoring region of AbLIM,pfam,family,IPR032402,-,-,Q08495,405
PF13419,Haloacid dehalogenase-like hydrolase,pfam,family,IPR041492,-,-,Q08623,228
PF04549,CD47 transmembrane region,pfam,family,IPR013147,-,-,Q08722,323
PF07361,Cytochrome b562,pfam,family,IPR009155,-,-,Q08722,323
PF16214,Adenylyl cyclase N-terminal extracellular and transmembrane region,pfam,family,IPR032628,-,-,Q08828,1119
PF17095,Spectrin-binding region of Ca2+-Calmodulin,pfam,family,IPR031372,-,-,Q08AD1,1489
PF01189,16S rRNA methyltransferase RsmB/F,pfam,family,IPR049560,-,-,Q08J23,767
PF00520,Ion transport protein,pfam,family,IPR005821,-,-,Q09470,495
PF00611,"Fes/CIP4, and EFC/F-BAR homology domain",pfam,family,IPR001060,-,-,Q0JRZ9,810
PF00928,Adaptor complexes medium subunit family,pfam,family,IPR028565,-,-,Q0JRZ9,810
PF00012,Hsp70 protein,pfam,family,IPR013126,-,-,Q0VDF9,509
PF03577,Peptidase family C69,pfam,family,IPR005322,-,-,Q0VDG4,424
PF00535,Glycosyl transferase family 2,pfam,family,IPR001173,-,-,Q10471,571
PF00469,"Negative factor, (F-Protein) or Nef",pfam,family,IPR001558,-,-,Q10589,180
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q10589,180
PF00675,Insulinase (Peptidase family M16),pfam,family,IPR011765,-,-,Q10713,525
PF00498,FHA domain,pfam,family,IPR000253,-,-,Q12756,1690
PF12423,Kinesin protein 1B,pfam,family,IPR022140,-,-,Q12756,1690
PF12473,Kinesin protein,pfam,family,IPR022164,-,-,Q12756,1690
PF16183,Kinesin-associated,pfam,family,IPR032405,-,-,Q12756,1690
PF03577,Peptidase family C69,pfam,family,IPR005322,-,-,Q12765,414
PF10266,Hereditary spastic paraplegia protein strumpellin,pfam,family,IPR019393,-,-,Q12768,1159
PF00520,Ion transport protein,pfam,family,IPR005821,-,-,Q12791,1236
PF03493,Calcium-activated BK potassium channel alpha subunit,pfam,family,IPR003929,-,-,Q12791,1236
PF07885,Ion channel,pfam,family,IPR013099,-,-,Q12791,1236
PF05279,Aspartyl beta-hydroxylase N-terminal region,pfam,family,IPR007943,-,-,Q12797,758
PF04516,CP2 transcription factor,pfam,family,IPR007604,-,-,Q12800,502
PF05739,SNARE domain,pfam,family,IPR000727,-,-,Q12846,297
PF11931,SF3a60/Prp9 C-terminal,pfam,family,IPR024598,-,-,Q12874,501
PF00060,Ligand-gated ion channel,pfam,family,IPR001320,-,-,Q12879,1464
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q12879,1464
PF10565,N-methyl D-aspartate receptor 2B3 C-terminus,pfam,family,IPR018884,-,-,Q12879,1464
PF18861,"TM proximal of protein tyrosine phosphatase, receptor type J",pfam,family,IPR041201,-,-,Q12913,1337
PF00183,Hsp90 protein,pfam,family,IPR001404,-,-,Q12931,704
PF02176,TRAF-type zinc finger,pfam,family,IPR001293,-,-,Q12933,501
PF00498,FHA domain,pfam,family,IPR000253,-,-,Q12972,351
PF03908,Sec20,pfam,family,IPR005606,-,-,Q12981,228
PF06553,BNIP3,pfam,family,IPR010548,-,-,Q12983,194
PF00060,Ligand-gated ion channel,pfam,family,IPR001320,-,-,Q13002,908
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q13002,908
PF00060,Ligand-gated ion channel,pfam,family,IPR001320,-,-,Q13003,919
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q13003,919
PF01846,FF domain,pfam,family,IPR002713,-,-,Q13017,1502
PF08232,Striatin family,pfam,family,IPR013258,-,-,Q13033,797
PF11629,C terminal SARAH domain of Mst1,pfam,family,IPR024205,-,-,Q13043,487
PF00830,Ribosomal L28 family,pfam,family,IPR026569,-,-,Q13084,256
PF00443,Ubiquitin carboxyl-terminal hydrolase,pfam,family,IPR001394,-,-,Q13107,963
PF00012,Hsp70 protein,pfam,family,IPR013126,-,-,Q13155,320
PF05739,SNARE domain,pfam,family,IPR000727,-,-,Q13190,355
PF11416,"Syntaxin-5 N-terminal, Sly1p-binding domain",pfam,family,IPR021538,-,-,Q13190,355
PF00060,Ligand-gated ion channel,pfam,family,IPR001320,-,-,Q13224,1484
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q13224,1484
PF10565,N-methyl D-aspartate receptor 2B3 C-terminus,pfam,family,IPR018884,-,-,Q13224,1484
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q13255,1194
PF07361,Cytochrome b562,pfam,family,IPR009155,-,-,Q13255,1194
PF07562,Nine Cysteines Domain of family 3 GPCR,pfam,family,IPR011500,-,-,Q13255,1194
PF00658,"Poly-adenylate binding protein, unique domain",pfam,family,IPR002004,-,-,Q13310,644
PF03261,Cyclin-dependent kinase 5 activator protein,pfam,family,IPR004944,-,-,Q13319,367
PF01448,ELM2 domain,pfam,family,IPR000949,-,-,Q13330,715
PF03253,Urea transporter,pfam,family,IPR004937,-,-,Q13336,389
PF14796,Clathrin-adaptor complex-3 beta-1 subunit C-terminal,pfam,family,IPR029390,-,-,Q13367,1082
PF00614,Phospholipase D Active site motif,pfam,family,IPR001736,-,-,Q13393,1074
PF03645,Tctex-1 family,pfam,family,IPR005334,-,-,Q13409,638
PF11540,Cytoplasmic dynein 1 intermediate chain 2,pfam,family,IPR025956,-,-,Q13409,638
PF02233,NAD(P) transhydrogenase beta subunit,pfam,family,IPR034300,-,-,Q13423,1086
PF12769,"4TM region of pyridine nucleotide transhydrogenase, mitoch",pfam,family,IPR024605,-,-,Q13423,1086
PF03546,Treacher Collins syndrome protein Treacle,pfam,family,IPR003993,-,-,Q13428,1488
PF02535,ZIP Zinc transporter,pfam,family,IPR003689,-,-,Q13433,755
PF04037,Domain of unknown function (DUF382),pfam,family,IPR007180,-,-,Q13435,895
PF04046,PSP,pfam,family,IPR006568,-,-,Q13435,895
PF07915,Glucosidase II beta subunit-like protein,pfam,family,IPR012913,-,-,Q13438,667
PF01562,Reprolysin family propeptide,pfam,family,IPR002870,-,-,Q13443,819
PF08516,ADAM cysteine-rich,pfam,family,IPR006586,-,-,Q13443,819
PF04756,"OST3 / OST6 family, transporter family",pfam,family,IPR021149,-,-,Q13454,348
PF03166,MH2 domain,pfam,family,IPR001132,-,-,Q13485,552
PF01275,Myelin proteolipid protein (PLP or lipophilin),pfam,family,IPR001614,-,-,Q13491,265
PF10568,Outer mitochondrial membrane transport complex protein,pfam,family,IPR019564,-,-,Q13505,466
PF01129,NAD:arginine ADP-ribosyltransferase,pfam,family,IPR000768,-,-,Q13508,389
PF15508,beta subunit of N-acylethanolamine-hydrolyzing acid amidase,pfam,family,IPR029130,-,-,Q13510,395
PF05395,Protein phosphatase inhibitor 1/DARPP-32,pfam,family,IPR008466,-,-,Q13522,171
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q13526,163
PF03348,Serine incorporator (Serinc),pfam,family,IPR005016,-,-,Q13530,473
PF05456,Eukaryotic translation initiation factor 4E binding protein (EIF4EBP),pfam,family,IPR008606,-,-,Q13542,120
PF04912,Dynamitin,pfam,family,IPR028133,-,-,Q13561,401
PF00609,Diacylglycerol kinase accessory domain,pfam,family,IPR000756,-,-,Q13574,928
PF00781,Diacylglycerol kinase catalytic domain,pfam,family,IPR001206,-,-,Q13574,928
PF03700,"Sorting nexin, N-terminal domain",pfam,family,IPR005329,-,-,Q13596,522
PF01370,NAD dependent epimerase/dehydratase family,pfam,family,IPR001509,-,-,Q13630,321
PF01462,Leucine rich repeat N-terminal domain,pfam,family,IPR000372,-,-,Q13641,420
PF01463,Leucine rich repeat C-terminal domain,pfam,family,IPR000483,-,-,Q13641,420
PF02204,Vacuolar sorting protein 9 (VPS9) domain,pfam,family,IPR003123,-,-,Q13671,783
PF08687,Apx/Shroom domain ASD2,pfam,family,IPR014799,-,-,Q13796,1616
PF08688,Apx/Shroom domain ASD1,pfam,family,IPR014800,-,-,Q13796,1616
